FILENAME,TITLE,SOURCE,DATE PUBLISHED,URL
ATLANTIC/HowToSuccessfullySmashYourFace.txt,How to Successfully Smash Your Face Against a Tree,ATLANTIC,2022-07-14,https://www.theatlantic.com/science/archive/2022/07/woodpeckers-brain-injury-protection-evolutionary-adaptation/670516/
ATLANTIC/WillCovidsSpringLullLast.txt,Will COVID’s Spring Lull Last?,ATLANTIC,2023-05-01,https://www.theatlantic.com/science/archive/2023/05/covid-pandemic-mild-winter-wave-data/673915/
ATLANTIC/TeenBrainsArePerfectlyCapable.txt,Teen Brains Are Perfectly Capable,ATLANTIC,2023-04-30,https://www.theatlantic.com/science/archive/2023/04/teenage-brain-development-executive-function-impulsive/673905/
ATLANTIC/TheFishHadGillsFullOf.txt,The Fish Had Gills Full of Ash and Gas Bubbling Through Their Eyes,ATLANTIC,2023-04-29,https://www.theatlantic.com/science/archive/2023/04/volcano-eruptions-kill-fish/673883/
ATLANTIC/LushPrairiesCouldReallyBeGreen.txt,Lush Prairies Could Really Be ‘Green Deserts’,ATLANTIC,2023-04-23,https://www.theatlantic.com/science/archive/2023/04/climate-change-kansas-prairie-carbon-dioxide-grasshoppers/673815/
ATLANTIC/TheSeaurchinMurdererHasFinallyBeen.txt,The Sea-Urchin Murderer Has Finally Been Apprehended,ATLANTIC,2023-04-24,https://www.theatlantic.com/science/archive/2023/04/sea-urchin-die-off-source-ciliate/673817/
ATLANTIC/AnimalsAreMigratingToTheGreat.txt,Animals Are Migrating to the Great Pacific Garbage Patch,ATLANTIC,2023-04-17,https://www.theatlantic.com/science/archive/2023/04/animals-migrating-great-pacific-garbage-patch/673744/
ATLANTIC/TheMirrorTestIsBroken.txt,The Mirror Test Is Broken,ATLANTIC,2023-04-14,https://www.theatlantic.com/science/archive/2023/04/fish-mirrors-animal-cognition-self-awareness-science/673718/
ATLANTIC/MedicineHasARatProblem.txt,Medicine Has a Rat Problem,ATLANTIC,2023-04-13,https://www.theatlantic.com/science/archive/2023/04/lab-mice-rat-rodents-vomit-drug-testing-side-effects/673714/
ATLANTIC/AVaccineForBirthControl.txt,A Vaccine for Birth Control?,ATLANTIC,2023-05-02,https://www.theatlantic.com/science/archive/2023/05/birth-control-vaccine-efficacy-contraceptive-gaps/673927/
ATLANTIC/ConservationTendsToIgnoreTheMost.txt,Conservation Tends to Ignore the Most Common Type of Life,ATLANTIC,2023-04-12,https://www.theatlantic.com/science/archive/2023/04/microbes-bacteria-virus-species-conservation-extinction/673700/
ATLANTIC/OneMoreReasonToHateCockroaches.txt,One More Reason to Hate Cockroaches,ATLANTIC,2023-03-29,https://www.theatlantic.com/science/archive/2023/03/cockroaches-evolution-avoid-sweet-poison-exterminator-traps/673545/
ATLANTIC/TattoosDoOddThingsToThe.txt,Tattoos Do Odd Things to the Immune System,ATLANTIC,2023-03-22,https://www.theatlantic.com/science/archive/2023/03/tattoo-science-immune-system-effects/673462/
ATLANTIC/TheStrongestEvidenceYetThatAn.txt,The Strongest Evidence Yet That an Animal Started the Pandemic,ATLANTIC,2023-03-16,https://www.theatlantic.com/science/archive/2023/03/covid-origins-research-raccoon-dogs-wuhan-market-lab-leak/673390/
ATLANTIC/AstronomersWereNotExpectingThis.txt,Astronomers Were Not Expecting This,ATLANTIC,2023-03-04,https://www.theatlantic.com/science/archive/2023/03/webb-space-telescope-discovers-galaxies-astronomy/673274/
ATLANTIC/15DegreesWasNeverTheEnd.txt,1.5 Degrees Was Never the End of the World,ATLANTIC,2023-02-01,https://www.theatlantic.com/science/archive/2023/02/climate-change-paris-agreement-15-degrees-celsius-goal/672909/
ATLANTIC/YourDietCanChangeYourSpit.txt,Your Diet Can Change Your Spit,ATLANTIC,2023-01-21,https://www.theatlantic.com/science/archive/2023/01/saliva-food-interaction-taste-influence/672802/
ATLANTIC/NoOneCanDecideIfGrapefruit.txt,No One Can Decide If Grapefruit Is Dangerous,ATLANTIC,2022-12-26,https://www.theatlantic.com/health/archive/2022/12/grapefruit-juice-medication-interaction-risk/672537/
ATLANTIC/SurpriseSnakesHaveClitorises.txt,Surprise! Snakes Have Clitorises,ATLANTIC,2022-12-14,https://www.theatlantic.com/science/archive/2022/12/snake-clitoris-discovery-reptilian-copulation/672450/
ATLANTIC/TreatYourAnxiousDogLikeAn.txt,Treat Your Anxious Dog Like an Anxious Person,ATLANTIC,2023-05-13,https://www.theatlantic.com/science/archive/2023/05/dog-anxiety-meds-treatment-antidepressants/674050/
ATLANTIC/OneOfEvolutionsBiggestMomentsWas.txt,One of Evolution’s Biggest Moments Was Re-created in a Year,ATLANTIC,2023-05-12,https://www.theatlantic.com/science/archive/2023/05/multicellular-organism-evolution-yeast-experiment/674030/
ATLANTIC/TheWaterTurnedAShadeOf.txt,The Water Turned a Shade of Sickly Green,ATLANTIC,2023-05-06,https://www.theatlantic.com/science/archive/2023/05/harmful-blue-green-algae-kotzebue-alaska/673974/
ATLANTIC/DontTryToBoardAPlane.txt,Don’t Try to Board a Plane With Peanut Butter,ATLANTIC,2023-05-07,https://www.theatlantic.com/science/archive/2023/05/peanut-butter-liquid-fluid-dynamics-tsa-cats/673964/
ATLANTIC/YourNextMosquitoRepellentMightAlready.txt,Your Next Mosquito Repellent Might Already Be in Your Shower,ATLANTIC,2023-05-10,https://www.theatlantic.com/science/archive/2023/05/mosquito-repellent-soap-deet/674013/
ATLANTIC/TheIceAgeHasNothingOn.txt,The Ice Age Has Nothing on ‘Snowball Earth’,ATLANTIC,2023-01-02,https://www.theatlantic.com/science/archive/2023/01/sturtian-marinoan-gaskiers-snowball-earth-animals/672571/
ATLANTIC/TheUniverseIsMoreInOur.txt,The Universe Is More in Our Hands Than Ever Before,ATLANTIC,2023-01-03,https://www.theatlantic.com/science/archive/2023/01/astrophysics-fusion-experimentation-supernovas/672625/
ATLANTIC/TheCaseForKraken.txt,The Case for ‘Kraken’,ATLANTIC,2023-01-13,https://www.theatlantic.com/science/archive/2023/01/xbb15-case-for-kraken-coronavirus-subvariant/672715/
ATLANTIC/TheresSnowOnMars.txt,There’s Snow on Mars,ATLANTIC,2023-01-20,https://www.theatlantic.com/science/archive/2023/01/mars-snow-evidence/672793/
ATLANTIC/AreStandardizedTestsRacistOrAre.txt,"Are Standardized Tests Racist, or Are They Anti-racist?",ATLANTIC,2023-01-23,https://www.theatlantic.com/science/archive/2023/01/should-college-admissions-use-standardized-test-scores/672816/
ATLANTIC/ScientistsTriedToBreakCuddlingInstead.txt,"Scientists Tried to Break Cuddling. Instead, They Broke 30 Years of Research.",ATLANTIC,2023-01-27,https://www.theatlantic.com/science/archive/2023/01/oxytocin-hormone-study-prairie-vole-receptor-research/672860/
ATLANTIC/LabsAreScoopingUpAnimalsKilled.txt,Labs Are Scooping Up Animals Killed by Wind Turbines,ATLANTIC,2023-01-29,https://www.theatlantic.com/science/archive/2023/01/solar-farms-renewable-energy-killing-birds/672877/
